UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8b74a5f7-059a-4532-acf3-911762602c4d,"natural gas, liquefied, import from US | natural gas, liquefied | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/352:Manufacture of gas; distribution of gaseous fuels through mains/3520:Manufacture of gas; distribution of gaseous fuels through mains",This dataset describes the transport of natural gas on a freight ship between the liquefaction plant in US and a Turkish evaporation plant. The process is normalized on the gaseous form of gas. The net calorific value of natural gas is 36.0 MJ/Nm³.,00.00.000,Sector: Resource Extraction; Fuels,2021-01-01,2023-12-31,Türkiye,ecoinvent Data Quality System
