UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
24f13821-7636-468e-8426-90924a1e1c14,"tap water production, direct filtration treatment | tap water | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/36:Water collection, treatment and supply/360:Water collection, treatment and supply/3600:Water collection, treatment and supply",Time of publication.,00.00.000,Sector: Water Supply,2012-01-01,2023-12-31,"Canada, Québec",ecoinvent Data Quality System
