UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8f7bb2d8-0ce0-4b68-8d11-ad23e8995768,"feldspar production | feldspar | EN15804GD, S","B:Mining and quarrying/08:Other mining and quarrying/081:Quarrying of stone, sand and clay/0810:Quarrying of stone, sand and clay",Data based on the information from one European producer using the floating technology for the separation step. Inventory bases on filled in questionnaire. Water is in a used in a closed circle. The emissions to air were estimated based on bauxite mining.,00.00.000,"ConvertedDataset,Sector: Resource Extraction; Minerals; Cement & Concrete",1993-01-01,2023-12-31,Europe,ecoinvent Data Quality System
