UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
1aab2c2b-84c4-4e3c-99c0-91ba9fff9ca6,"aclonifen production | aclonifen | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Aclonifen  is a pesticide produced in four steps from o-dichlorobenzene :;C6H4Cl2 + Cl2 → C6H3Cl3 + HCl;C6H3Cl3 + HNO3 → C6H2Cl3NO2 + H2O;C6H2Cl3NO2 + NH3 → C6H4Cl2N2O2 + HCl;C6H4Cl2N2O2 + C6H5ONa → C12H9ClN2O3 + NaCl;A precursor that is used for the aclonifen production is sodium phenolate (C6H5ONa). Sodium phenolate (C6H5ONa) is produced from phenol and sodium hydroxide :;C6H6O + NaOH → C6H5ONa + H2O,00.00.000,"ConvertedDataset,Sector: Chemicals; Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
