UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
2151803c-692b-4fa6-96dc-87fb44d9a2f3,"electricity production, lignite | electricity, high voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/351:Electric power generation, transmission and distribution/3510:Electric power generation, transmission and distribution","POWER PLANT:;Lignite power plant input is a dataset which consists of a mix of 30% 100MW power plant and 70% 500MW power plant. The plants are used for basic load with 6000 hours of operation at full capacity per year. The plants are assumed to operate 200000 hours during its lifetime.;OTHER DATA:;{{children_only_technology}}; - Share of installed capacity with desulfurisation: 100% (figure based on IEA 2012); - Average efficiency of desulfurisation installations: 94% (figure based on IEA 2012); - Share of installed capacity with denitrification: 90% (figure based on IEA 2012 ); - Average efficiency of denitrification installations: 60% (estimation based on Dones et al. 2007, p.128. Valid for primary denitrification systems); - Share of installed capacity with particle filters: 95% (figure based on IEA 2012 ); - Average efficiency of particle filters: no data;Sources : ;1)	Victoria: http://new.dpi.vic.gov.au/energy-future/our-energy-story/energy-in-victoria/resources-in-victoria-map;2)	Queensland: http://www.dme.qld.gov.au/Energy/power_stations.cfm;3)	New South Wales: http://www.industry.nsw.gov.au/energy/electricity/generation;4)	Map of Fossil Fuel Power Stations in Australia, DEWHA, http://www.ga.gov.au/fossil_fuel/;5)	IEA 2012. Coal Power Database. International Energy Agency Clean Coal Centre, London ;6)	Australian National Pollutant Inventory, http://www.npi.gov.au/ ;7)	IEA/OECD. 2010. Electricity Information 2010. International Energy Agency (IEA), Paris Cedex (FR). Part IV. Detailed OECD Electricity And Heat Data.;8) Dones, R., Bauer, C., Röder, A. (2007) Kohle. In: Dones, R. (Ed.) et al., Sachbilanzen von Energiesystemen: Grundlagen für den ökologischen Vergleich von Energiesystemen und den Einbezug von Energiesystemen in Ökobilanzen für die Schweiz. Final report ecoinvent No. 6-VI, Paul Scherrer Institut Villigen, Swiss Centre for Life Cycle Inventories, Dübendorf, CH.",00.00.000,"lignite power,fossil fuels,coal power,Sector: Electricity",1980-01-01,2023-12-31,Thailand,ecoinvent Data Quality System
