UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
5fa151ac-bcec-4d6e-9d90-b59afd783031,"barge tanker production | barge tanker | EN15804GD, U",C:Manufacturing/30:Manufacture of other transport equipment/301:Building of ships and boats/3011:Building of ships and floating structures,The modelled goods wagons represent different technologies currently in use.,00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Transport",1993-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
