UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
9afc3986-2279-45d6-93d4-5b43897c1f81,"cement mortar production | cement mortar | EN15804GD, U","C:Manufacturing/23:Manufacture of other non-metallic mineral products/239:Manufacture of non-metallic mineral products n.e.c./2394:Manufacture of cement, lime and plaster","Assumed average current technology. The raw materials are mixed in a certain ratio, transported to the packing installation and packed.",00.00.000,"ConvertedDataset,Sector: Cement & Concrete",1994-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
