UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
76ea91ab-e5db-4caa-9b3c-414b63fa6282,"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,The technology represents a weighted average of BREF types II and III refineries; API 35; sulfur content 0.7%,00.00.000,Sector: Fuels,2014-01-01,2023-12-31,South Africa,ecoinvent Data Quality System
