UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
04594fc6-0cb8-48b6-9993-fc52875e8fa9,"butyl acetate production | butyl acetate | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","This production takes place via the esterification of 1-butanol with acetic acid.;Reference:;Riemenschneider, W.: Esters, organic, Chapter 2. In: Ullmann's 	Encyclopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann G., Kersebohm D., Weiss G. and Witte C.). 7 th Electronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/ueic/articles/",00.00.000,Sector: Chemicals,1991-01-01,2023-12-31,Europe,ecoinvent Data Quality System
