UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
42e538bc-4bcd-456e-8c83-2607591e5fe1,"chlorotoluron production | chlorotoluron | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Chlorotoluron is a pesticide produced in five steps from toluene:;C7H8 + HNO3 → C7H7NO2 + H2O;C7H7NO2 + Cl2 → C7H6ClNO2 + HCl;C7H6ClNO2 + 3 H2 → C7H8ClN + 2 H2O;C7H8ClN + COCl2 → C8H6ClNO + 2 HCl;C8H6ClNO + C2H7N → C10H14ClN2O,00.00.000,"ConvertedDataset,Sector: Chemicals; Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
