UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
1a564b51-196b-4f24-bf44-145cddc61d7b,"ethanol production from sugar beet molasses | ethanol, without water, in 95% solution state, from fermentation | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals",The process is similar to that of sugarbeet-to-ethanol. The production of syrup from stillage includes pre-concentration and concentration. The syrup is 58% dry matter and is used as animal feed.,00.00.000,"ConvertedDataset,Sector: Fuels",1998-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
