UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
7b2ccc9c-28f8-4073-844c-76625adcec74,"mine construction, gold | mine infrastructure, gold | EN15804GD, U",F:Construction/42:Civil engineering/429:Construction of other civil engineering projects/4290:Construction of other civil engineering projects,The mine is foreseen to have a lifetime of 50 years.,00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Resource Extraction",2003-01-01,2023-12-31,Tanzania,ecoinvent Data Quality System
