UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
c0f2e1c4-1e23-4762-8126-94f20e7fb544,"planning, cogen unit mini CHP plant | planning, cogen unit mini CHP plant | EN15804GD, U","M:Professional, scientific and technical activities/71:Architectural and engineering activities; technical testing and analysis/711:Architectural and engineering activities and related technical consultancy/7110:Architectural and engineering activities and related technical consultancy",Specific manufacturer (Ecopower in Switzerland),00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Heat; Electricity",1997-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
