UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
b446f932-501f-40df-91ca-3b7df0a46630,"suction, sawdust | sawdust, wet, measured as dry mass | EN15804GD, U","C:Manufacturing/16:Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials/161:Sawmilling and planing of wood/1610:Sawmilling and planing of wood",Child dataset exchanges identical to GLO dataset. Dataset created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.,00.00.000,"recontextualization,Sector: Wood",2012-01-01,2023-12-31,"Canada, Québec",ecoinvent Data Quality System
