UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
e20a8578-e146-459a-b746-a2629811da05,"cement production, CEM II/A-V | cement, CEM II/A-V | EN15804GD, U","C:Manufacturing/23:Manufacture of other non-metallic mineral products/239:Manufacture of non-metallic mineral products n.e.c./2394:Manufacture of cement, lime and plaster","In South Africa, all cement production is through dry kiln process. The clinker is ground in mills with gypsum (5%) and depending on the type of cement and technical standard (SAN 50197-1) with other materials such as blast furnace slag, fly ash, pozzolan and lime fillers to produce the Portland cement.",00.00.000,"combined production,Sector: Cement & Concrete",2017-01-01,2023-12-31,South Africa,ecoinvent Data Quality System
