UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
0d1e4937-43b0-4715-bdec-1c44e48d8ed2,"air separation facility construction | air separation facility | EN15804GD, U",F:Construction/42:Civil engineering/429:Construction of other civil engineering projects/4290:Construction of other civil engineering projects,No specific technology modelled,00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery",1997-01-01,2023-12-31,Europe,ecoinvent Data Quality System
