UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
4daacdf6-3307-4d2e-bf28-7f39d1a9f992,"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,The technology represents a weighted average of BREF types II and IV refineries; API 35; sulfur content 1.39%,00.00.000,Sector: Fuels,2014-01-01,2023-12-31,India,ecoinvent Data Quality System
